Run,Assay Type,AvgSpotLen,Bases,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,Genotype,BioProject,Developmental_stage,sex,Development_stage,sex_type,Library Name,tissue,Cell_Line,stage,chip_antibody,transgene,chip_antibody_supplier,genotype/variation,strain/background,antibody_manufacturer,input_experiment/sample
SRR947612,ChIP-Seq,50,1147413100,SAMN02299379,790138382,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331375,GSM1200077,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200077,H3K27me1_(Millipore).L3 ChIP expt.2338,SRP028496,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947613,ChIP-Seq,50,867698200,SAMN02299376,601594361,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331376,GSM1200078,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200078,H3K27me1_(Millipore).L3 ChIP expt.2339,SRP028496,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947614,ChIP-Seq,50,924656400,SAMN02299382,641517367,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331377,GSM1200079,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200079,H3K27me3_(Abcam_lot3).L3 Input expt.2330,SRP028497,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947615,ChIP-Seq,50,1077965250,SAMN02299380,748936657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331378,GSM1200080,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200080,H3K27me3_(Abcam_lot3).L3 Input expt.2331,SRP028497,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947616,ChIP-Seq,50,594864700,SAMN02299391,412594540,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331379,GSM1200081,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200081,H3K27me3_(Abcam_lot3).L3 ChIP expt.2342,SRP028497,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947617,ChIP-Seq,50,636742000,SAMN02299402,439789194,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331380,GSM1200082,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200082,H3K27me3_(Abcam_lot3).L3 ChIP expt.2343,SRP028497,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947618,ChIP-Seq,50,924656400,SAMN02299398,641517372,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331381,GSM1200083,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200083,H3K4me3_(ab8580_lot_2).L3 Input expt.2330,SRP028498,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947619,ChIP-Seq,50,1077965250,SAMN02299390,748936657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331382,GSM1200084,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200084,H3K4me3_(ab8580_lot_2).L3 Input expt.2331,SRP028498,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947620,ChIP-Seq,50,875866150,SAMN02299403,618203702,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331383,GSM1200085,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200085,H3K4me3_(ab8580_lot_2).L3 ChIP expt.2336,SRP028498,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947621,ChIP-Seq,50,1242681400,SAMN02299395,862481338,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331384,GSM1200086,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200086,H3K4me3_(ab8580_lot_2).L3 ChIP expt.2337,SRP028498,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947622,ChIP-Seq,50,924656400,SAMN02299389,641517372,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331385,GSM1200087,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200087,H3K79me1_(Abcam_lot_1).L3 Input expt.2330,SRP028499,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947623,ChIP-Seq,50,1077965250,SAMN02299399,748936657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331386,GSM1200088,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200088,H3K79me1_(Abcam_lot_1).L3 Input expt.2331,SRP028499,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947624,ChIP-Seq,50,702343050,SAMN02299397,487130138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331387,GSM1200089,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200089,H3K79me1_(Abcam_lot_1).L3 ChIP expt.2346,SRP028499,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947625,ChIP-Seq,50,710024000,SAMN02299388,494083885,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331388,GSM1200090,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200090,H3K79me1_(Abcam_lot_1).L3 ChIP expt.2347,SRP028499,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947626,ChIP-Seq,50,924656400,SAMN02299400,641517372,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331389,GSM1200091,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200091,H3K79me2_(Abcam_ab3594_lot_1).L3 Input expt.2330,SRP028500,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947627,ChIP-Seq,50,1077965250,SAMN02299401,748936657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331390,GSM1200092,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200092,H3K79me2_(Abcam_ab3594_lot_1).L3 Input expt.2331,SRP028500,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947628,ChIP-Seq,50,895314100,SAMN02299386,625236664,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331391,GSM1200093,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200093,H3K79me2_(Abcam_ab3594_lot_1).L3 ChIP expt.2348,SRP028500,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947629,ChIP-Seq,50,856161300,SAMN02299396,593097764,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331392,GSM1200094,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200094,H3K79me2_(Abcam_ab3594_lot_1).L3 ChIP expt.2349,SRP028500,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947630,ChIP-Seq,50,924656400,SAMN02299392,641517364,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331393,GSM1200095,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-10-30T00:00:00Z,GSM1200095,H3K79me3_(Abcam_ab2621_lot_1).L3 Input expt.2330,SRP028501,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947631,ChIP-Seq,50,1077965250,SAMN02299340,748936657,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331394,GSM1200096,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-10-30T00:00:00Z,GSM1200096,H3K79me3_(Abcam_ab2621_lot_1).L3 Input expt.2331,SRP028501,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947632,ChIP-Seq,50,674697250,SAMN02299369,453766018,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331395,GSM1200097,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-10-30T00:00:00Z,GSM1200097,H3K79me3_(Abcam_ab2621_lot_1).L3 ChIP expt.2350,SRP028501,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947633,ChIP-Seq,50,679172450,SAMN02299357,455066499,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331396,GSM1200098,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2013-10-30T00:00:00Z,GSM1200098,H3K79me3_(Abcam_ab2621_lot_1).L3 ChIP expt.2351,SRP028501,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947634,ChIP-Seq,50,888058550,SAMN02299341,620765807,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331397,GSM1200099,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200099,HP1c_(MO_462).L3 Input expt.2222,SRP028502,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947635,ChIP-Seq,50,1050747500,SAMN02299343,736733423,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331398,GSM1200100,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200100,HP1c_(MO_462).L3 Input expt.2224,SRP028502,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947636,ChIP-Seq,50,949411750,SAMN02299347,664030033,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331399,GSM1200101,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200101,HP1c_(MO_462).L3 ChIP expt.2243,SRP028502,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947637,ChIP-Seq,50,864338650,SAMN02299342,598138051,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331400,GSM1200102,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200102,HP1c_(MO_462).L3 ChIP expt.2244,SRP028502,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947638,ChIP-Seq,50,912479450,SAMN02299344,633287774,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331401,GSM1200103,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200103,Su(var)3-9-Q2598.L3 Input expt.2226,SRP028503,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947639,ChIP-Seq,50,923160700,SAMN02299345,643073756,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331402,GSM1200104,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200104,Su(var)3-9-Q2598.L3 Input expt.2420,SRP028503,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947640,ChIP-Seq,50,593051400,SAMN02299346,380791638,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331403,GSM1200105,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200105,Su(var)3-9-Q2598.L3 ChIP expt.2233,SRP028503,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947641,ChIP-Seq,50,1178449700,SAMN02299350,808780291,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331404,GSM1200106,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200106,Su(var)3-9-Q2598.L3 ChIP expt.2234,SRP028503,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947642,ChIP-Seq,50,960045200,SAMN02299352,672260221,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331405,GSM1200107,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200107,H4K16ac(M).L3 Input expt.2402,SRP028504,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947643,ChIP-Seq,50,831062750,SAMN02299348,578685096,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331406,GSM1200108,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200108,H4K16ac(M).L3 Input expt.2404,SRP028504,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947644,ChIP-Seq,50,542783900,SAMN02299354,345368051,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331407,GSM1200109,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200109,H4K16ac(M).L3 ChIP expt.2514,SRP028504,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947645,ChIP-Seq,50,566638900,SAMN02299356,359768408,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331408,GSM1200110,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200110,H4K16ac(M).L3 ChIP expt.2515,SRP028504,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947646,ChIP-Seq,50,960045200,SAMN02299349,672260221,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331409,GSM1200111,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200111,H4K8ac.L3 Input expt.2402,SRP028505,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947647,ChIP-Seq,50,831062750,SAMN02299353,578685096,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331410,GSM1200112,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200112,H4K8ac.L3 Input expt.2404,SRP028505,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947648,ChIP-Seq,50,595379950,SAMN02299358,378330342,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331411,GSM1200113,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200113,H4K8ac.L3 ChIP expt.2516,SRP028505,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947649,ChIP-Seq,50,561792200,SAMN02299351,356599953,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331412,GSM1200114,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200114,H4K8ac.L3 ChIP expt.2517,SRP028505,Oregon-R(official name : Oregon-R-modENCODE genotype : wild type ),wild type,PRJNA63455,,,3rd Instar Larvae,,,,,,,,,,,,
SRR947650,ChIP-Seq,50,1078784150,SAMN02299360,799310323,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331413,GSM1200115,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200115,RLPII_phospho2_ab5095.Kc Input expt.2431,SRP028506,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947651,ChIP-Seq,50,1154913750,SAMN02299365,853548494,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331414,GSM1200116,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200116,RLPII_phospho2_ab5095.Kc Input expt.2432,SRP028506,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947652,ChIP-Seq,50,808709700,SAMN02299355,601533245,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331415,GSM1200117,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200117,RLPII_phospho2_ab5095.Kc ChIP expt.2461,SRP028506,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947653,ChIP-Seq,50,1064804150,SAMN02299361,782338925,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331416,GSM1200118,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200118,RLPII_phospho2_ab5095.Kc ChIP expt.2462,SRP028506,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947654,ChIP-Seq,50,1078784150,SAMN02299362,799310305,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331417,GSM1200119,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200119,RLPII_phospho5_ab5131.Kc Input expt.2431,SRP028507,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947655,ChIP-Seq,50,1154913750,SAMN02299359,853548504,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331418,GSM1200120,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200120,RLPII_phospho5_ab5131.Kc Input expt.2432,SRP028507,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947656,ChIP-Seq,50,1054183050,SAMN02299367,781985689,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331419,GSM1200121,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200121,RLPII_phospho5_ab5131.Kc ChIP expt.2465,SRP028507,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947657,ChIP-Seq,50,1101964750,SAMN02299366,812443060,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331420,GSM1200122,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200122,RLPII_phospho5_ab5131.Kc ChIP expt.2466,SRP028507,,se/e,PRJNA63455,late embryonic stage,female,,,,embryo-derived cell-line,Kc167,,,,,,,,
SRR947658,ChIP-Seq,50,906380800,SAMN02299385,603617626,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331421,GSM1200123,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200123,RLPII_phospho5_ab5131.Clone_8 Input expt.2433,SRP028508,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
SRR947659,ChIP-Seq,50,967552500,SAMN02299394,643821178,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331422,GSM1200124,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200124,RLPII_phospho5_ab5131.Clone_8 Input expt.2434,SRP028508,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
SRR947660,ChIP-Seq,50,875482750,SAMN02299387,588136368,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331423,GSM1200125,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200125,RLPII_phospho5_ab5131.Clone_8 ChIP expt.2467,SRP028508,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
SRR947661,ChIP-Seq,50,921332400,SAMN02299384,616650360,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331424,GSM1200126,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200126,RLPII_phospho5_ab5131.Clone_8 ChIP expt.2468,SRP028508,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
SRR947662,ChIP-Seq,50,906380800,SAMN02299363,603617627,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331425,GSM1200127,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200127,RPLII_ab5408.Clone_8 Input expt.2433,SRP028509,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
SRR947663,ChIP-Seq,50,967552500,SAMN02299364,643821169,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331426,GSM1200128,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200128,RPLII_ab5408.Clone_8 Input expt.2434,SRP028509,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
SRR947664,ChIP-Seq,50,1007239800,SAMN02299370,697006891,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX331427,GSM1200129,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Drosophila melanogaster,ILLUMINA,2014-05-21T00:00:00Z,GSM1200129,RPLII_ab5408.Clone_8 ChIP expt.2459,SRP028509,,,PRJNA63455,third instar larval stage,male,,,,dorsal mesothoracic disc,CME-W1-Cl.8+,,,,,,,,
